8区平均μm,Al%,A级,B级,Cr%,Cu%,Cu+Cr+Ni%,C级,Mo%,N%,Ni%,P+S%,断面收缩率%,硅含量%,晶粒度级,抗拉强度MPa,磷含量%,硫含量%,锰含量%,偏析级,破断力KN,实测直径mm,碳含量%,椭圆度mm,DSL,JH_INVBASDOC_0001A11000000000JJMI,JH_INVBASDOC_0001A11000000000JJMU,JH_INVBASDOC_0001A11000000000JJN3,JH_INVBASDOC_0001A11000000000JJN6,JH_INVBASDOC_0001B21000000004ZBB3,JH_INVBASDOC_0001B210000000079RFT,JH_INVBASDOC_1001A110000000009MGI,JH_INVBASDOC_1001A110000000009MN5,JH_INVBASDOC_1001A11000000005DV3H,JH_INVBASDOC_1001A1100000000CP7W8,JH_INVBASDOC_1006B21000000000033F,JH_INVNAME_武钢W82DA,JH_INVNAME_武钢WLX72A-X,JH_INVNAME_武钢WLX82AG,JH_INVNAME_武钢WLX92A,JH_INVNAME_青钢C72D2,JH_INVNAME_青钢C72DA,JH_INVNAME_青钢C82D2,JH_INVNAME_青钢C82DA,JH_INVNAME_青钢C86D2,JH_INVNAME_青钢C92D2E,JH_INVNAME_青钢SWRH72A,JH_INSPECTIONRELAPLAN_IR0000000005ITOC2XUQ,JH_INSPECTIONRELAPLAN_IR0000000005ITOC2YQW,JH_INSPECTIONRELAPLAN_IR0000000005ITOC2YZV,JH_INSPECTIONRELAPLAN_IR0000000005ITOC2ZK5,JH_INSPECTIONRELAPLAN_IR0000000005ITOC2ZUG,JH_INSPECTIONRELAPLAN_IR0000000005ITOC3001,JH_INSPECTIONRELAPLAN_IR0000000005ITOC3073,JH_INSPECTIONRELAPLAN_IR0000000005ITOC30K7,JH_INSPECTIONRELAPLAN_IR0000000005ITOC311T,JH_INSPECTIONRELAPLAN_IR0000000005ITOC317U,JH_INSPECTIONRELAPLAN_IR0000000005ITOC31EC,JH_INSPECTIONRELAPLANNAME_ZX_QG86_PT,JH_INSPECTIONRELAPLANNAME_中心C70A盘条,JH_INSPECTIONRELAPLANNAME_中心C80A盘条,JH_INSPECTIONRELAPLANNAME_盘条C70（001）,JH_INSPECTIONRELAPLANNAME_盘条C80（001）,JH_INSPECTIONRELAPLANNAME_盘条C90（001）,JH_INSPECTIONPLAN_MD0000000005IS3HT1MA,JH_INSPECTIONPLAN_MD0000000005IS3HT1ME,JH_INSPECTIONPLAN_MD0000000005IS3HT4J8,JH_INSPECTIONPLAN_MD0000000005IS3HT4JA,JH_INSPECTIONPLAN_MD0000000005IS3HT4JC,JH_INSPECTIONPLAN_MD0000000005IS3HT5WW,CHECK_HG_FLAG_不合格,CHECK_HG_FLAG_合格,基体组织_S+F微量+P少量,基体组织_S+少量F+少量P,基体组织_S+微量F+少量P,基体组织_S+微量Fe3C+少量P,基体组织_S+微量Fe3C+少量PS+微量Fe3C+少量P,基体组织_S+微量的Fe3C+少量P,实测直径-面积,椭圆度mm-平方项
0,0.001,0.5,0.5,0.015,0.009,0.026,0.5,0.002,0.006,0.002,0.024,52.3,0.2,9.5,1135,0.016,0.008,0.53,2,27.44,5.55,0.819,0.06,7.345165906,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,24.19222693,0.0009
5,0.001,0.5,0.5,0.013,0.009,0.024,0.5,0.001,0.006,0.002,0.021,46.7,0.2,9.5,1042,0.015,0.006,0.54,2,25.02,5.53,0.736,0.16,1.314440443,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.0181827,0.0064
0,0.001,0.5,0.5,0.01,0.009,0.02,0.5,0.001,0.006,0.001,0.024,48.2,0.19,9.5,1005,0.015,0.009,0.53,2,24.39,5.56,0.718,0.14,1.215974336,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.27948466,0.0049
6,0.001,0.5,0.5,0.012,0.009,0,0.5,0.001,0,0.002,0.029,41.9,0.22,8.5,1118,0.018,0.011,0.57,2,27.04,5.55,0.821,0.22,1.052323934,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.19222693,0.0121
0,0.001,0.5,0.5,0.031,0.012,0,0.5,0.001,0,0.002,0.02,49.9,0.22,9.5,1036,0.008,0.012,0.52,2,24.98,5.54,0.717,0.26,0.82999066,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,24.10512627,0.0169
0,0.001,0.5,0.5,0.012,0.007,0.021,0.5,0.001,0.006,0.002,0.025,45.9,0.2,8.5,1023,0.015,0.01,0.52,1,24.48,5.52,0.719,0.04,1.980577407,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.9313962,0.0004
9,0.001,0.5,0.5,0.02,0.012,0,0.5,0.001,0,0.002,0.02,47,0.2,9.5,1166,0.012,0.008,0.54,2,28.2,5.55,0.841,0.16,2.416058559,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.19222693,0.0064
15,0.001,0.5,0.5,0.024,0.011,0,0.5,0.002,0,0.002,0.028,52.6,0.2,9.5,1137,0.015,0.013,0.54,2,26.97,5.54,0.821,0.07,3.19648758,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.10512627,0.001225
5,0.004,0.5,0.5,0.02,0.011,0,0.5,0.001,0,0.019,0.019,44.1,0.22,9.5,1109,0.011,0.008,0.53,2,27.21,5.59,0.832,0.23,3.101901489,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.54220035,0.013225
0,0.001,0.5,0.5,0.013,0.009,0.04,0.5,0.001,0.006,0.018,0.018,46.7,0.19,9.5,1050,0.008,0.01,0.5,1,25.13,5.52,0.709,0.18,3.700205355,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.9313962,0.0081
0,0.004,0.5,0.5,0.035,0.008,0,0.5,0.001,0,0.017,0.017,44.3,0.2,9.5,1159,0.011,0.006,0.53,2,27.74,5.52,0.811,0.08,1.831502275,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.9313962,0.0016
4,0.001,0.5,0.5,0.044,0.009,0,0.5,0.001,0,0.019,0.017,46.1,0.2,9.5,1054,0.009,0.008,0.54,2,24.6,5.45,0.715,0.1,1.226481799,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,23.32828895,0.0025
10,0.004,0.5,0.5,0.034,0.01,0,0.5,0.001,0,0.019,0.023,46.4,0.21,9.5,1105,0.015,0.008,0.55,2,27.51,5.63,0.837,0.1,2.282048725,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.89468705,0.0025
11,0.001,0.5,0.5,0.033,0.01,0,0.5,0.003,0,0.002,0.024,43.8,0.19,9.5,1172,0.016,0.008,0.52,2,28.05,5.52,0.85,0.03,2.205412533,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.9313962,0.000225
0,0.004,0.5,0.5,0.19,0.009,0,0.5,0.001,0.006,0.025,0.017,37.5,0.19,9.5,1251,0.014,0.003,0.4,2,30.71,5.59,0.921,0.23,5.534569511,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,24.54220035,0.013225
0,0.004,0.5,0.5,0.037,0.01,0,0.5,0.001,0,0.024,0.023,45.3,0.19,9.5,1131,0.013,0.01,0.53,2,26.76,5.49,0.836,0.14,2.372866715,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.67197918,0.0049
4,0.004,0.5,0.5,0.034,0.009,0,0.5,0.001,0,0.019,0.021,42.9,0.2,9.5,1098,0.014,0.007,0.54,2,26.65,5.56,0.826,0.08,2.571088805,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.27948466,0.0016
0,0.004,0.5,0.5,0.021,0.009,0,0.5,0.001,0,0.018,0.019,44.1,0.2,9.5,1144,0.01,0.009,0.52,2,28.39,5.62,0.821,0.21,0.972038248,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.80632975,0.011025
4,0.001,0.5,0.5,0.016,0.01,0,0.5,0.001,0,0.002,0.02,51.5,0.18,9.5,1044,0.015,0.005,0.53,2,25.16,5.54,0.746,0.12,0.762890382,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,24.10512627,0.0036
0,0.001,0.5,0.5,0.013,0.007,0.022,0.5,0.003,0.006,0.002,0.02,49.2,0.19,9.5,1112,0.014,0.006,0.5,2,26.98,5.56,0.811,0.15,3.784970985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,24.27948466,0.005625
0,0.001,0.5,0.5,0.015,0.007,0,0.5,0.003,0,0.002,0.02,45.2,0.19,9.5,1151,0.014,0.006,0.51,2,27.44,5.51,0.836,0.22,2.447533036,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.84476678,0.0121
0,0.001,0.5,0.5,0.013,0.009,0,0.5,0.002,0,0.002,0.022,47.3,0.2,9.5,1109,0.016,0.006,0.52,2,26.42,5.51,0.827,0.15,4.265174024,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.84476678,0.005625
0,0.001,0.5,0.5,0.019,0.01,0,0.5,0.002,0,0.002,0.022,48.9,0.18,9.5,1134,0.015,0.007,0.52,2,27.32,5.54,0.821,0.09,2.764960119,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.10512627,0.002025
0,0.001,0.5,0.5,0.01,0.009,0.02,0.5,0.001,0.004,0.001,0.022,48.2,0.19,9.5,1035,0.013,0.009,0.53,2,25.02,5.55,0.73,0.21,1.51815418,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.19222693,0.011025
0,0.001,0.5,0.5,0.012,0.014,0.027,0.5,0.001,0.005,0.001,0.02,46.2,0.21,9.5,990,0.012,0.008,0.51,2,24.02,5.56,0.72,0.2,0.990302141,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.27948466,0.01
0,0.001,0.5,0.5,0.011,0.015,0.028,0.5,0.001,0.006,0.002,0.015,54.6,0.18,9.5,1058,0.008,0.007,0.5,2,25.3,5.52,0.738,0.09,1.136965102,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.9313962,0.002025
6,0.001,0.5,0.5,0.012,0.01,0,0.5,0.002,0,0.002,0.018,44.1,0.22,8.5,1136,0.011,0.007,0.52,1,27.08,5.51,0.826,0.1,1.460854894,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.84476678,0.0025
5,0.004,0.5,0.5,0.23,0.008,0,0.5,0.001,0.006,0.026,0.012,45.3,0.22,9.5,1241,0.009,0.003,0.38,2,31.12,5.65,0.927,0.24,5.844220902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,25.07187287,0.0144
0,0.001,0.5,0.5,0.021,0.01,0,0.5,0.002,0,0.002,0.027,43.1,0.2,8.5,1137,0.015,0.012,0.52,1,27.32,5.53,0.827,0.05,3.518939098,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.0181827,0.000625
18,0.001,0.5,0.5,0.025,0.01,0,0.5,0.001,0,0.002,0.015,46.7,0.19,8.5,1152,0.01,0.005,0.51,2,27.573,5.52,0.82,0.17,3.443452722,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.9313962,0.007225
0,0.001,0.5,0.5,0.02,0.007,0,0.5,0.002,0,0.002,0.02,42.3,0.2,8.5,1132,0.012,0.008,0.51,2,27.18,5.53,0.832,0.07,3.084980283,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.0181827,0.001225
0,0.001,0.5,0.5,0.012,0.011,0.025,0.5,0.001,0.006,0.002,0.021,51.5,0.2,8.5,1051,0.013,0.008,0.51,1,25.33,5.54,0.729,0.12,0.931389479,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.10512627,0.0036
0,0.001,0.5,0.5,0.016,0.007,0.025,0.5,0.001,0.006,0.002,0.017,47.8,0.2,8.5,997,0.011,0.006,0.52,2,24.2,5.56,0.729,0.15,1.62709464,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.27948466,0.005625
0,0.001,0.5,0.5,0.013,0.01,0.025,0.5,0.001,0.006,0.002,0.02,52.1,0.19,8.5,1030,0.012,0.008,0.51,1,24.91,5.55,0.712,0.1,1.299680842,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.19222693,0.0025
11,0.004,0.5,0.5,0.023,0.008,0,0.5,0.001,0,0.019,0.021,45.8,0.2,9.5,1113,0.014,0.007,0.54,2,26.84,5.54,0.815,0.17,2.103060142,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.10512627,0.007225
5,0.004,0.5,0.5,0.021,0.009,0,0.5,0.001,0,0.019,0.023,41.1,0.19,9.5,1138,0.014,0.009,0.53,2,27.54,5.55,0.843,0.18,1.908316712,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.19222693,0.0081
0,0.001,0.5,0.5,0.016,0.013,0.048,0.5,0.001,0.006,0.019,0.015,51.7,0.19,9.5,1021,0.007,0.008,0.51,2,24.69,5.55,0.703,0.22,4.342641156,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.19222693,0.0121
0,0.004,0.5,0.5,0.022,0.008,0.049,0.5,0.001,0.006,0.019,0.022,46.2,0.18,9.5,1117,0.015,0.007,0.52,2,27.02,5.55,0.847,0.19,5.314996179,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,24.19222693,0.009025
0,0.001,0.5,0.5,0.013,0.006,0,0.5,0.001,0,0.001,0.024,44.6,0.2,9.5,1104,0.018,0.006,0.52,2,26.81,5.56,0.823,0.12,1.246557708,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.27948466,0.0036
0,0.001,0.5,0.5,0.013,0.012,0.027,0.5,0.001,0.006,0.002,0.014,46.9,0.19,9.5,1052,0.006,0.008,0.5,1,24.88,5.49,0.747,0.04,2.626733123,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.67197918,0.0004
0,0.001,0.5,0.5,0.017,0.011,0,0.5,0.001,0,0.002,0.025,41.8,0.2,9.5,1151,0.012,0.013,0.52,2,27.55,5.52,0.819,0.14,2.683121691,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.9313962,0.0049
0,0.001,0.5,0.5,0.024,0.009,0,0.5,0.001,0,0.006,0.019,42.9,0.2,9.5,1019,0.009,0.01,0.54,2,24.12,5.49,0.748,0.22,0.589906696,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,23.67197918,0.0121
6,0.001,0.5,0.5,0.022,0.012,0,0.5,0.001,0,0.002,0.02,53.2,0.18,9.5,1049,0.007,0.013,0.54,2,24.36,5.44,0.727,0.09,1.360138833,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,23.24275909,0.002025
0,0.004,0.5,0.5,0.01,0.01,0,0.5,0.001,0,0.018,0.02,45.9,0.19,9.5,1149,0.011,0.009,0.54,1,27.49,5.52,0.822,0.15,0.838929361,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.9313962,0.005625
10,0.001,0.5,0.5,0.009,0.011,0.021,0.5,0.001,0.004,0.001,0.017,46.7,0.2,9.5,1012,0.008,0.009,0.52,2,24.65,5.57,0.74,0.18,2.794266681,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.36689948,0.0081
5,0.001,0.5,0.5,0.012,0.007,0,0.5,0.001,0,0.002,0.016,44.5,0.2,9.5,1114,0.01,0.006,0.52,2,26.77,5.5,0.806,0.08,2.215830077,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.75829444,0.0016
0,0.001,0.5,0.5,0.022,0.015,0.055,0.5,0.001,0.006,0.018,0.017,50.8,0.19,9.5,1025,0.008,0.009,0.52,2,24.34,5.58,0.727,0.22,6.098773495,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.45447137,0.0121
0,0.001,0.5,0.5,0.016,0.007,0.039,0.5,0.001,0.006,0.016,0.016,42.7,0.2,9.5,1039,0.009,0.007,0.52,1,25.13,5.53,0.705,0.22,1.797617498,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.0181827,0.0121
0,0.001,0.5,0.5,0.014,0.007,0.038,0.5,0.001,0.006,0.017,0.015,46.2,0.21,9.5,1038,0.007,0.008,0.5,2,24.83,5.52,0.716,0.14,2.060223757,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.9313962,0.0049
0,0.001,0.5,0.5,0.018,0.009,0,0.5,0.001,0,0.002,0.023,45.8,0.19,8.5,1135,0.012,0.011,0.53,2,27.37,5.54,0.821,0.16,1.083793849,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.10512627,0.0064
15,0.004,0.5,0.5,0.049,0.015,0,0.5,0.001,0,0.019,0.021,43.8,0.19,9.5,1143,0.013,0.008,0.53,2,27.45,5.53,0.827,0.19,2.257832023,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.0181827,0.009025
11,0.004,0.5,0.5,0.017,0.009,0,0.5,0.001,0,0.019,0.024,45.4,0.2,9.5,1144,0.015,0.009,0.51,1,27.68,5.55,0.84,0.08,1.060344279,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.19222693,0.0016
0,0.001,0.5,0.5,0.01,0.015,0,0.5,0.001,0,0.002,0.029,48.1,0.23,9.5,1134,0.017,0.012,0.5,2,27.72,5.58,0.842,0.12,1.217664779,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.45447137,0.0036
0,0.004,0.5,0.5,0.035,0.01,0,0.5,0.001,0,0.022,0.022,41.2,0.2,9.5,1138,0.014,0.008,0.55,2,27.03,5.53,0.823,0.14,2.476744353,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.0181827,0.0049
0,0.001,0.5,0.5,0.013,0.009,0.039,0.5,0.001,0.006,0.017,0.016,41.3,0.19,9.5,1035,0.007,0.009,0.51,2,24.77,5.52,0.711,0.16,3.835321774,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.9313962,0.0064
0,0.001,0.5,0.5,0.014,0.01,0,0.5,0.001,0,0.002,0.017,51.2,0.2,9.5,1071,0.012,0.005,0.52,2,24.9,5.44,0.723,0.24,0.62575897,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,23.24275909,0.0144
0,0.001,0.5,0.5,0.011,0.009,0,0.5,0.001,0,0.002,0.03,45.4,0.19,9.5,1059,0.015,0.015,0.54,2,25.89,5.58,0.814,0.17,1.374828634,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.45447137,0.007225
0,0.001,0.5,0.5,0.022,0.008,0,0.5,0.001,0,0.017,0.013,43.1,0.19,9.5,1014,0.007,0.006,0.53,2,24.45,5.54,0.726,0.18,3.119774428,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,24.10512627,0.0081
0,0.004,0.5,0.5,0.018,0.011,0,0.5,0.001,0,0.018,0.024,42.1,0.21,9.5,1091,0.014,0.01,0.51,1,26.1,5.52,0.813,0.24,1.429827473,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.9313962,0.0144
