8区平均μm,Al%,A级,B级,Cr%,Cu%,Cu+Cr+Ni%,C级,Mo%,N%,Ni%,P+S%,断面收缩率%,硅含量%,晶粒度级,抗拉强度MPa,磷含量%,硫含量%,锰含量%,偏析级,破断力KN,实测直径mm,碳含量%,椭圆度mm,DSL,JH_INVBASDOC_0001A11000000000JJMI,JH_INVBASDOC_0001A11000000000JJMU,JH_INVBASDOC_0001A11000000000JJN3,JH_INVBASDOC_0001A11000000000JJN6,JH_INVBASDOC_0001B21000000004ZBB3,JH_INVBASDOC_0001B210000000079RFT,JH_INVBASDOC_1001A110000000009MGI,JH_INVBASDOC_1001A110000000009MN5,JH_INVBASDOC_1001A11000000005DV3H,JH_INVBASDOC_1001A1100000000CP7W8,JH_INVBASDOC_1006B21000000000033F,JH_INVNAME_武钢W82DA,JH_INVNAME_武钢WLX72A-X,JH_INVNAME_武钢WLX82AG,JH_INVNAME_武钢WLX92A,JH_INVNAME_青钢C72D2,JH_INVNAME_青钢C72DA,JH_INVNAME_青钢C82D2,JH_INVNAME_青钢C82DA,JH_INVNAME_青钢C86D2,JH_INVNAME_青钢C92D2E,JH_INVNAME_青钢SWRH72A,JH_INSPECTIONRELAPLAN_IR0000000005ITOC2XUQ,JH_INSPECTIONRELAPLAN_IR0000000005ITOC2YQW,JH_INSPECTIONRELAPLAN_IR0000000005ITOC2YZV,JH_INSPECTIONRELAPLAN_IR0000000005ITOC2ZK5,JH_INSPECTIONRELAPLAN_IR0000000005ITOC2ZUG,JH_INSPECTIONRELAPLAN_IR0000000005ITOC3001,JH_INSPECTIONRELAPLAN_IR0000000005ITOC3073,JH_INSPECTIONRELAPLAN_IR0000000005ITOC30K7,JH_INSPECTIONRELAPLAN_IR0000000005ITOC311T,JH_INSPECTIONRELAPLAN_IR0000000005ITOC317U,JH_INSPECTIONRELAPLAN_IR0000000005ITOC31EC,JH_INSPECTIONRELAPLANNAME_ZX_QG86_PT,JH_INSPECTIONRELAPLANNAME_中心C70A盘条,JH_INSPECTIONRELAPLANNAME_中心C80A盘条,JH_INSPECTIONRELAPLANNAME_盘条C70（001）,JH_INSPECTIONRELAPLANNAME_盘条C80（001）,JH_INSPECTIONRELAPLANNAME_盘条C90（001）,JH_INSPECTIONPLAN_MD0000000005IS3HT1MA,JH_INSPECTIONPLAN_MD0000000005IS3HT1ME,JH_INSPECTIONPLAN_MD0000000005IS3HT4J8,JH_INSPECTIONPLAN_MD0000000005IS3HT4JA,JH_INSPECTIONPLAN_MD0000000005IS3HT4JC,JH_INSPECTIONPLAN_MD0000000005IS3HT5WW,CHECK_HG_FLAG_不合格,CHECK_HG_FLAG_合格,基体组织_S+F微量+P少量,基体组织_S+少量F+少量P,基体组织_S+微量F+少量P,基体组织_S+微量Fe3C+少量P,基体组织_S+微量Fe3C+少量PS+微量Fe3C+少量P,基体组织_S+微量的Fe3C+少量P,实测直径-面积,椭圆度mm-平方项
0,0.001,0.5,0.5,0.011,0.009,0.022,0.5,0.001,0.006,0.002,0.019,52.5,0.2,8.5,1029,0.009,0.01,0.52,1,24.71,5.53,0.732,0.11,0.795541054,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.0181827,0.003025
0,0.001,0.5,0.5,0.014,0.012,0.028,0.5,0.001,0.006,0.002,0.018,55.5,0.19,9.5,1029,0.009,0.009,0.52,2,24.88,5.55,0.727,0.05,1.344036113,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.19222693,0.000625
0,0.001,0.5,0.5,0.017,0.022,0.041,0.5,0.001,0.006,0.002,0.023,42.6,0.2,9.5,1037,0.013,0.01,0.54,2,25.01,5.54,0.728,0.17,0.962028726,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.10512627,0.007225
0,0.001,0.5,0.5,0.019,0.009,0.046,0.5,0.001,0.006,0.018,0.017,47.7,0.19,9.5,1018,0.007,0.01,0.53,1,24.46,5.53,0.728,0.08,1.288304317,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.0181827,0.0016
0,0.002,0.5,0.5,0.021,0.01,0,0.5,0.001,0,0.002,0.016,42,0.2,8.5,1146,0.01,0.006,0.46,2,27.42,5.52,0.831,0.04,2.731686554,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.9313962,0.0004
0,0.001,0.5,0.5,0.009,0.013,0,0.5,0.002,0,0.002,0.023,41.3,0.2,8.5,1185,0.012,0.011,0.52,1,27.94,5.48,0.842,0.11,0.747935552,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.58582101,0.003025
0,0.001,0.5,0.5,0.041,0.009,0,0.5,0.001,0,0.002,0.025,43.8,0.19,8.5,1102,0.017,0.008,0.51,2,26.37,5.52,0.838,0.17,2.032438814,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.9313962,0.007225
0,0.001,0.5,0.5,0.01,0.01,0.022,0.5,0.001,0.006,0.002,0.021,41.2,0.19,8.5,1037,0.011,0.01,0.52,2,24.82,5.52,0.73,0.21,1.060452654,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.9313962,0.011025
0,0.001,0.5,0.5,0.014,0.013,0,0.5,0.001,0,0.002,0.028,46.4,0.18,9.5,1162,0.015,0.013,0.53,2,27.38,5.49,0.831,0.07,1.917140614,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.67197918,0.001225
0,0.001,0.5,0.5,0.014,0.007,0.023,0.5,0.003,0.006,0.002,0.024,45.8,0.21,9.5,1118,0.017,0.007,0.52,2,26.85,5.53,0.803,0.17,3.121140592,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,24.0181827,0.007225
0,0.004,0.5,0.5,0.01,0.009,0,0.5,0.001,0,0.018,0.025,40.7,0.2,9.5,1142,0.015,0.01,0.49,1,27.42,5.53,0.813,0.11,1.164284371,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.0181827,0.003025
0,0.004,0.5,0.5,0.024,0.009,0,0.5,0.001,0,0.018,0.024,43.1,0.2,9.5,1114,0.013,0.011,0.52,2,26.85,5.54,0.821,0.06,1.987209915,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.10512627,0.0009
0,0.004,0.5,0.5,0.015,0.007,0.039,0.5,0.001,0.006,0.017,0.017,43.3,0.19,9.5,1135,0.011,0.006,0.52,2,27.47,5.55,0.807,0.11,5.638177722,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,24.19222693,0.003025
0,0.001,0.5,0.5,0.011,0.008,0.037,0.5,0.001,0.006,0.018,0.017,41.8,0.18,9.5,1022,0.008,0.009,0.51,1,24.11,5.48,0.703,0.24,3.601723845,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.58582101,0.0144
0,0.004,0.5,0.5,0.19,0.009,0,0.5,0.001,0.006,0.027,0.019,38.4,0.2,9.5,1261,0.015,0.004,0.39,2,31.4,5.63,0.925,0.22,3.562217345,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,24.89468705,0.0121
0,0.001,0.5,0.5,0.02,0.007,0,0.5,0.001,0,0.002,0.02,47.4,0.2,9.5,1181,0.012,0.008,0.52,2,27.35,5.43,0.841,0.12,6.062116626,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.15738631,0.0036
0,0.001,0.5,0.5,0.018,0.009,0,0.5,0.002,0,0.002,0.023,51.2,0.21,9.5,1148,0.016,0.007,0.54,2,26.98,5.47,0.85,0.1,3.516488489,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.49981991,0.0025
0,0.001,0.5,0.5,0.011,0.018,0,0.5,0.001,0,0.002,0.026,40.9,0.19,9.5,1116,0.014,0.012,0.53,2,26.71,5.52,0.82,0.19,1.215762498,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.9313962,0.009025
0,0.004,0.5,0.5,0.017,0.019,0,0.5,0.001,0,0.019,0.02,43.9,0.18,9.5,1163,0.01,0.01,0.55,2,28.03,5.54,0.826,0.1,1.090275925,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.10512627,0.0025
0,0.001,0.5,0.5,0.013,0.019,0.034,0.5,0.001,0.006,0.002,0.013,50.8,0.19,9.5,1025,0.007,0.006,0.52,2,24.88,5.56,0.721,0.09,1.247029474,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.27948466,0.002025
0,0.001,0.5,0.5,0.019,0.008,0,0.5,0.001,0,0.002,0.015,56.6,0.19,9.5,1029,0.008,0.007,0.52,2,24.35,5.49,0.732,0.04,1.702617604,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,23.67197918,0.0004
0,0.001,0.5,0.5,0.019,0.009,0.045,0.5,0.001,0.006,0.017,0.011,50.3,0.2,9.5,997,0.005,0.006,0.52,1,24.21,5.556,0.712,0.09,3.781556837,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.24456272,0.002025
0,0.001,0.5,0.5,0.017,0.009,0,0.5,0.002,0,0.002,0.016,51.7,0.2,9.5,1113,0.008,0.008,0.51,2,26.23,5.48,0.827,0.09,3.414280303,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.58582101,0.002025
0,0.001,0.5,0.5,0.025,0.012,0,0.5,0.002,0,0.002,0.018,48.5,0.21,9.5,1126,0.01,0.008,0.52,2,26.36,5.46,0.828,0.14,3.87113766,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.41397589,0.0049
0,0.001,0.5,0.5,0.006,0.006,0.013,0.5,0.001,0.006,0.001,0.016,51.2,0.19,9.5,1011,0.01,0.006,0.53,2,24.73,5.58,0.725,0.14,1.326404226,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.45447137,0.0049
0,0.001,0.5,0.5,0.018,0.014,0,0.5,0.001,0,0.002,0.02,45.3,0.18,8.5,1156,0.011,0.009,0.53,2,27.76,5.53,0.824,0.18,1.163294261,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.0181827,0.0081
0,0.001,0.5,0.5,0.046,0.014,0,0.5,0.002,0,0.002,0.024,46.1,0.21,8.5,1160,0.013,0.011,0.53,1,27.56,5.5,0.828,0.06,3.880485204,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.75829444,0.0009
0,0.004,0.5,1,0.019,0.008,0,1,0.001,0,0.02,0.028,46.3,0.21,9.5,1105,0.01,0.018,0.52,2,26.94,5.57,0.836,0.07,3.607502561,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.36689948,0.001225
7,0.004,0.5,0.5,0.022,0.009,0,0.5,0.001,0,0.019,0.019,50.8,0.17,9.5,1108,0.012,0.007,0.52,2,26.6,5.53,0.832,0.16,2.268840056,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.0181827,0.0064
13,0.004,0.5,0.5,0.026,0.01,0,0.5,0.001,0,0.018,0.021,43.1,0.2,9.5,1149,0.012,0.009,0.51,2,27.7,5.54,0.841,0.08,1.70695297,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.10512627,0.0016
4,0.001,0.5,0.5,0.014,0.009,0,0.5,0.002,0,0.001,0.024,40.4,0.22,9.5,1140,0.014,0.01,0.52,2,27.79,5.57,0.842,0.17,1.615469245,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.36689948,0.007225
9,0.004,0.5,0.5,0.038,0.009,0,0.5,0.001,0,0.018,0.013,45.2,0.21,9.5,1083,0.009,0.004,0.53,2,26.15,5.51,0.822,0.08,2.265247262,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.84476678,0.0016
0,0.004,0.5,0.5,0.018,0.008,0,0.5,0.001,0,0.019,0.018,42.1,0.16,9.5,1137,0.011,0.007,0.5,2,27.64,5.56,0.845,0.14,2.138599824,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.27948466,0.0049
0,0.001,0.5,0.5,0.016,0.017,0.051,0.5,0.001,0.006,0.018,0.015,48.4,0.21,9.5,1016,0.007,0.008,0.54,1,24.49,5.54,0.709,0.16,4.95333414,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.10512627,0.0064
0,0.004,0.5,0.5,0.018,0.007,0.044,0.5,0.001,0.006,0.019,0.019,44.9,0.18,9.5,1102,0.011,0.008,0.53,2,26.65,5.55,0.829,0.13,7.015485947,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,24.19222693,0.004225
9,0.004,0.5,0.5,0.031,0.01,0,0.5,0.001,0,0.02,0.022,43.4,0.2,9.5,1153,0.014,0.008,0.53,2,27.68,5.53,0.818,0.2,2.28598897,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.0181827,0.01
0,0.001,0.5,0.5,0.034,0.015,0,0.5,0.002,0,0.002,0.021,50.9,0.21,9.5,1151,0.013,0.008,0.53,2,27.45,5.51,0.845,0.18,3.742813158,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.84476678,0.0081
0,0.001,0.5,0.5,0.01,0.02,0.048,0.5,0.001,0.006,0.018,0.014,41.4,0.2,9.5,1070,0.007,0.007,0.52,1,25.78,5.54,0.741,0.12,6.099975747,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.10512627,0.0036
0,0.001,0.5,0.5,0.01,0.012,0.024,0.5,0.001,0.006,0.002,0.016,56.1,0.19,9.5,1038,0.007,0.009,0.511,2,24.65,5.5,0.726,0.07,3.493562192,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.75829444,0.001225
0,0.004,0.5,0.5,0.024,0.008,0,0.5,0.001,0,0.019,0.023,45,0.2,9.5,1131,0.016,0.007,0.53,2,27.16,5.52,0.82,0.18,1.962030079,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.9313962,0.0081
0,0.001,0.5,0.5,0.009,0.007,0.033,0.5,0.001,0.006,0.017,0.012,50.6,0.18,9.5,1075,0.006,0.006,0.51,1,26,5.55,0.709,0.09,1.285515386,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.19222693,0.002025
0,0.001,0.5,0.5,0.014,0.008,0,0.5,0.002,0,0.002,0.027,43.5,0.21,8.5,1153,0.015,0.012,0.51,2,27.59,5.52,0.821,0.08,1.495594081,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.9313962,0.0016
0,0.001,0.5,1,0.008,0.01,0,0.5,0.002,0,0.002,0.025,41,0.21,9.5,1206,0.012,0.013,0.5,2,28.85,5.52,0.835,0.06,1.066748496,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.9313962,0.0009
0,0.001,0.5,0.5,0.007,0.009,0.018,0.5,0.001,0.006,0.002,0.018,44.5,0.18,8.5,1025,0.008,0.01,0.51,2,24.37,5.57,0.721,0.18,1.071388894,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.36689948,0.0081
4,0.001,0.5,0.5,0.024,0.01,0,0.5,0.003,0,0.002,0.018,42.7,0.21,9.5,1145,0.012,0.006,0.53,2,27.71,5.55,0.84,0.1,1.872114019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,24.19222693,0.0025
0,0.001,0.5,0.5,0.032,0.013,0,0.5,0.001,0,0.002,0.024,49.2,0.21,9.5,1066,0.009,0.015,0.52,2,25.61,5.53,0.741,0.26,3.401944587,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,24.0181827,0.0169
0,0.001,0.5,0.5,0.015,0.01,0.042,0.5,0.001,0.006,0.017,0.016,43.8,0.19,9.5,983,0.009,0.007,0.53,1,23.68,5.54,0.727,0.15,4.68176967,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.10512627,0.005625
0,0.004,0.5,0.5,0.191,0.009,0,0.5,0.001,0.006,0.025,0.016,36.7,0.18,9.5,1268,0.012,0.004,0.39,2,30.56,5.54,0.937,0.24,4.509519827,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,24.10512627,0.0144
0,0.001,0.5,0.5,0.012,0.011,0.025,0.5,0.001,0.006,0.002,0.018,54.1,0.18,9.5,1034,0.009,0.009,0.52,2,25,5.55,0.715,0.06,4.612859504,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.19222693,0.0009
0,0.001,0.5,0.5,0.03,0.008,0,0.5,0.001,0,0.016,0.014,51.3,0.19,9.5,1032,0.007,0.007,0.52,2,24.79,5.53,0.718,0.06,1.566429047,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,24.0181827,0.0009
0,0.004,0.5,0.5,0.017,0.007,0.041,0.5,0.001,0.006,0.017,0.016,48.2,0.21,9.5,1133,0.011,0.005,0.54,2,26.92,5.5,0.809,0.14,4.560039795,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,23.75829444,0.0049
0,0.001,0.5,0.5,0.02,0.009,0.047,0.5,0.001,0.006,0.018,0.019,43.9,0.18,9.5,1046,0.009,0.01,0.51,2,25.02,5.5,0.725,0.16,2.632101847,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.75829444,0.0064
0,0.004,0.5,0.5,0.016,0.01,0,0.5,0.001,0,0.022,0.021,42.4,0.19,9.5,1125,0.013,0.008,0.52,1,26.81,5.51,0.842,0.08,0.964338855,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.84476678,0.0016
0,0.004,0.5,0.5,0.19,0.007,0,0.5,0.001,0.006,0.026,0.022,40,0.2,9.5,1265,0.019,0.003,0.39,1,30.82,5.57,0.916,0.12,6.011448317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,24.36689948,0.0036
0,0.001,0.5,0.5,0.019,0.012,0,0.5,0.001,0,0.002,0.015,54.4,0.2,9.5,1072,0.008,0.007,0.55,2,25.28,5.48,0.742,0.05,1.209123674,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,23.58582101,0.000625
5,0.001,0.5,0.5,0.02,0.009,0,0.5,0.002,0,0.002,0.031,50.1,0.2,9.5,1162,0.016,0.015,0.52,1,28.05,5.52,0.812,0.07,3.874161186,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,23.9313962,0.001225
0,0.001,0.5,0.5,0.009,0.01,0.037,0.5,0.001,0.006,0.018,0.014,49,0.17,9.5,1051,0.007,0.007,0.52,2,24.87,5.49,0.709,0.03,3.090151974,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.67197918,0.000225
0,0.001,0.5,0.5,0.011,0.01,0.023,0.5,0.001,0.005,0.002,0.021,52.1,0.19,9.5,1073,0.012,0.009,0.5,2,25.48,5.5,0.73,0.16,1.434453289,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.75829444,0.0064
0,0.001,0.5,0.5,0.015,0.014,0.047,0.5,0.001,0.006,0.018,0.016,42.3,0.2,9.5,1025,0.008,0.008,0.53,2,24.62,5.53,0.749,0.06,1.496461853,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,24.0181827,0.0009
